step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
102,C996326258,1,F,28007,M348934600,28007,transportation,37.88,0
102,C868933598,1,M,28007,M348934600,28007,transportation,34.48,0
102,C1255643141,1,F,28007,M348934600,28007,transportation,10.17,0
102,C1338396147,1,F,28007,M1823072687,28007,transportation,6.65,0
102,C1154612561,1,M,28007,M1823072687,28007,transportation,9.99,0
102,C438541016,1,M,28007,M348934600,28007,transportation,47.59,0
102,C1950870438,1,F,28007,M1823072687,28007,transportation,39.67,0
102,C1464030920,1,F,28007,M348934600,28007,transportation,30.21,0
102,C1905402681,1,M,28007,M1823072687,28007,transportation,14.71,0
102,C814079066,1,F,28007,M1823072687,28007,transportation,17.81,0
102,C1143300850,1,F,28007,M348934600,28007,transportation,44.42,0
102,C171498975,1,M,28007,M1823072687,28007,transportation,37.3,0
102,C408690006,1,M,28007,M348934600,28007,transportation,65.66,0
102,C1952109278,1,M,28007,M85975013,28007,food,22.0,0
102,C1612832553,1,F,28007,M348934600,28007,transportation,9.79,0
102,C1903856065,1,M,28007,M1823072687,28007,transportation,2.44,0
102,C1643168823,1,F,28007,M1823072687,28007,transportation,55.65,0
102,C1511497789,1,F,28007,M348934600,28007,transportation,41.61,0
102,C2063574289,1,F,28007,M85975013,28007,food,16.61,0
102,C867847701,1,F,28007,M151143676,28007,barsandrestaurants,22.88,0
102,C2085186254,1,F,28007,M1823072687,28007,transportation,5.7,0
102,C1846080029,1,M,28007,M1823072687,28007,transportation,64.13,0
102,C411345215,1,F,28007,M1823072687,28007,transportation,13.93,0
102,C1780829982,1,M,28007,M348934600,28007,transportation,14.12,0
102,C1780829982,1,M,28007,M1823072687,28007,transportation,49.31,0
102,C1227773968,1,M,28007,M1823072687,28007,transportation,25.74,0
102,C1566647188,1,F,28007,M1823072687,28007,transportation,23.58,0
102,C759264122,1,M,28007,M348934600,28007,transportation,24.81,0
102,C435572486,1,F,28007,M348934600,28007,transportation,41.81,0
102,C1117294574,1,F,28007,M1823072687,28007,transportation,14.22,0
102,C1237709469,1,F,28007,M855959430,28007,hyper,52.51,0
102,C1654186046,1,M,28007,M1823072687,28007,transportation,45.64,0
102,C170484334,1,M,28007,M85975013,28007,food,24.94,0
102,C912671040,1,M,28007,M348934600,28007,transportation,4.17,0
102,C816519533,1,F,28007,M1823072687,28007,transportation,20.52,0
102,C1820624068,1,F,28007,M1823072687,28007,transportation,26.28,0
102,C1010865894,1,F,28007,M1823072687,28007,transportation,27.43,0
102,C564489242,1,M,28007,M1823072687,28007,transportation,41.7,0
102,C1890191192,1,M,28007,M348934600,28007,transportation,34.12,0
102,C1615801620,1,M,28007,M1823072687,28007,transportation,45.58,0
102,C2117552812,1,F,28007,M1823072687,28007,transportation,21.13,0
102,C1495681901,1,F,28007,M348934600,28007,transportation,49.7,0
102,C1781924994,1,M,28007,M855959430,28007,hyper,15.69,0
102,C1224222502,1,M,28007,M348934600,28007,transportation,3.72,0
102,C125481968,1,M,28007,M348934600,28007,transportation,31.22,0
102,C125481968,1,M,28007,M1823072687,28007,transportation,14.61,0
102,C74457300,1,F,28007,M1823072687,28007,transportation,34.19,0
102,C614111561,1,M,28007,M348934600,28007,transportation,8.31,0
102,C426715237,1,M,28007,M348934600,28007,transportation,10.67,0
102,C1605642067,1,M,28007,M1823072687,28007,transportation,27.14,0
102,C752270622,1,F,28007,M1823072687,28007,transportation,14.62,0
102,C1192557067,1,F,28007,M1823072687,28007,transportation,7.85,0
102,C192974759,1,F,28007,M1823072687,28007,transportation,26.95,0
102,C602096181,1,F,28007,M1823072687,28007,transportation,17.93,0
102,C1426420214,1,M,28007,M1823072687,28007,transportation,41.71,0
102,C1005495267,1,M,28007,M1823072687,28007,transportation,47.06,0
102,C383264569,1,F,28007,M1823072687,28007,transportation,25.83,0
102,C200459252,1,M,28007,M1823072687,28007,transportation,0.35,0
102,C809708190,1,F,28007,M85975013,28007,food,18.96,0
102,C1434853621,1,F,28007,M348934600,28007,transportation,41.67,0
102,C752612398,1,F,28007,M348934600,28007,transportation,32.41,0
102,C1860405125,1,F,28007,M1823072687,28007,transportation,76.81,0
102,C1529464275,1,M,28007,M348934600,28007,transportation,80.22,0
102,C1100276718,1,F,28007,M348934600,28007,transportation,4.3,0
102,C1935421495,1,F,28007,M1823072687,28007,transportation,46.4,0
102,C267593624,1,F,28007,M1741626453,28007,sportsandtoys,8.33,1
102,C1205257074,1,F,28007,M1600850729,28007,fashion,29.73,0
102,C2112350124,1,F,28007,M1823072687,28007,transportation,45.85,0
102,C1342849651,1,M,28007,M1823072687,28007,transportation,34.92,0
102,C20027851,1,F,28007,M348934600,28007,transportation,0.21,0
102,C1228110352,1,M,28007,M1823072687,28007,transportation,16.2,0
102,C1808964355,1,F,28007,M348934600,28007,transportation,4.53,0
102,C765155274,1,F,28007,M1823072687,28007,transportation,2.67,0
102,C1304286493,1,M,28007,M85975013,28007,food,46.41,0
102,C1557689947,1,F,28007,M1823072687,28007,transportation,49.05,0
102,C712473227,1,F,28007,M1823072687,28007,transportation,17.1,0
102,C607766298,1,F,28007,M1823072687,28007,transportation,11.69,0
102,C1427325535,1,F,28007,M348934600,28007,transportation,14.7,0
102,C133401060,1,F,28007,M1823072687,28007,transportation,45.31,0
102,C2012722039,1,F,28007,M348934600,28007,transportation,53.97,0
102,C111217068,1,F,28007,M348934600,28007,transportation,5.87,0
102,C1214279601,1,F,28007,M1823072687,28007,transportation,14.21,0
102,C1441133487,1,M,28007,M348934600,28007,transportation,56.2,0
102,C876777476,1,F,28007,M348934600,28007,transportation,46.29,0
102,C1816212551,1,F,28007,M1823072687,28007,transportation,42.32,0
102,C37682628,1,M,28007,M1823072687,28007,transportation,33.21,0
102,C595076943,1,F,28007,M1823072687,28007,transportation,28.26,0
102,C869807132,1,F,28007,M151143676,28007,barsandrestaurants,18.64,0
102,C1105086283,1,F,28007,M1823072687,28007,transportation,28.45,0
102,C1509718305,1,M,28007,M1823072687,28007,transportation,47.92,0
102,C1760492708,1,F,28007,M1823072687,28007,transportation,28.65,0
102,C2123693067,1,F,28007,M1823072687,28007,transportation,35.51,0
102,C828968085,1,F,28007,M151143676,28007,barsandrestaurants,13.76,0
102,C2014438912,1,F,28007,M1823072687,28007,transportation,50.6,0
102,C1108967401,1,M,28007,M1823072687,28007,transportation,3.9,0
102,C803065678,1,M,28007,M348934600,28007,transportation,19.44,0
102,C1686676187,1,F,28007,M1823072687,28007,transportation,30.08,0
102,C439977323,1,M,28007,M855959430,28007,hyper,11.33,0
102,C2126436338,1,F,28007,M1823072687,28007,transportation,74.66,0
102,C1687903356,1,F,28007,M1823072687,28007,transportation,3.9,0
102,C1035681921,1,M,28007,M1053599405,28007,health,193.21,0
102,C1035681921,1,M,28007,M1913465890,28007,health,35.18,0
102,C412473162,1,M,28007,M209847108,28007,wellnessandbeauty,104.83,0
102,C87462443,1,M,28007,M1823072687,28007,transportation,30.43,0
102,C1813956515,1,M,28007,M348934600,28007,transportation,1.89,0
102,C389281305,1,F,28007,M1823072687,28007,transportation,14.21,0
102,C157427068,1,M,28007,M1823072687,28007,transportation,35.65,0
102,C267593624,1,F,28007,M1823072687,28007,transportation,19.25,0
102,C326815335,1,F,28007,M1823072687,28007,transportation,47.89,0
102,C572671067,1,M,28007,M348934600,28007,transportation,17.65,0
102,C1525581466,1,F,28007,M1823072687,28007,transportation,31.94,0
102,C840928568,1,M,28007,M348934600,28007,transportation,39.57,0
102,C653252303,1,F,28007,M85975013,28007,food,60.08,0
102,C1941160297,1,F,28007,M1823072687,28007,transportation,46.48,0
102,C2016264883,1,M,28007,M1823072687,28007,transportation,31.18,0
102,C1553941793,1,F,28007,M1823072687,28007,transportation,1.3,0
102,C1110919755,1,F,28007,M1823072687,28007,transportation,10.58,0
102,C545527660,1,F,28007,M1823072687,28007,transportation,4.55,0
102,C1469453217,1,F,28007,M348934600,28007,transportation,28.93,0
102,C1956971543,1,F,28007,M1823072687,28007,transportation,18.21,0
102,C1734879586,1,F,28007,M1823072687,28007,transportation,59.05,0
102,C1255236689,1,F,28007,M1053599405,28007,health,91.97,0
102,C1690988973,1,F,28007,M1823072687,28007,transportation,32.01,0
102,C1383269171,1,F,28007,M1823072687,28007,transportation,11.38,0
102,C1792734476,1,F,28007,M85975013,28007,food,53.66,0
102,C1873506157,1,M,28007,M1823072687,28007,transportation,9.89,0
102,C1095241409,1,M,28007,M1823072687,28007,transportation,15.85,0
102,C1038329920,1,F,28007,M1823072687,28007,transportation,29.5,0
102,C656075868,1,F,28007,M1823072687,28007,transportation,17.36,0
102,C1977780197,1,F,28007,M1600850729,28007,fashion,46.16,0
102,C1404665203,1,F,28007,M1888755466,28007,otherservices,26.91,0
102,C1240209240,1,F,28007,M1946091778,28007,wellnessandbeauty,57.76,0
