step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
12,C662931726,2,F,28007,M1053599405,28007,health,177.3,0
12,C526635102,2,M,28007,M348934600,28007,transportation,15.25,0
13,C22162402,2,M,28007,M348934600,28007,transportation,33.91,0
13,C1577104524,2,M,28007,M348934600,28007,transportation,32.59,0
13,C1018388493,2,M,28007,M1823072687,28007,transportation,60.83,0
13,C450845582,2,F,28007,M348934600,28007,transportation,3.62,0
13,C1956908177,2,M,28007,M1535107174,28007,wellnessandbeauty,64.67,0
13,C800379810,2,F,28007,M348934600,28007,transportation,30.69,0
13,C2113973089,2,F,28007,M348934600,28007,transportation,7.33,0
13,C124539163,2,F,28007,M348934600,28007,transportation,35.47,0
13,C950325755,2,F,28007,M348934600,28007,transportation,17.09,0
13,C1206604144,2,F,28007,M348934600,28007,transportation,47.97,0
13,C676229147,2,M,28007,M1352454843,28007,hotelservices,96.34,0
13,C436675602,2,M,28007,M348934600,28007,transportation,8.27,0
13,C320158645,2,M,28007,M348934600,28007,transportation,1.07,0
13,C2110568911,2,F,28007,M348934600,28007,transportation,13.68,0
13,C1896850232,2,F,28007,M209847108,28007,wellnessandbeauty,29.27,0
13,C822689044,2,M,28007,M1823072687,28007,transportation,39.25,0
13,C855082400,2,M,28007,M348934600,28007,transportation,45.14,0
13,C1960353164,2,F,28007,M1946091778,28007,wellnessandbeauty,0.02,0
13,C1121327223,2,F,28007,M1823072687,28007,transportation,65.36,0
13,C1733778992,2,F,28007,M348934600,28007,transportation,17.63,0
13,C1995039136,2,M,28007,M1535107174,28007,wellnessandbeauty,96.46,0
13,C1139944236,2,F,28007,M348934600,28007,transportation,27.04,0
13,C1950723662,2,F,28007,M348934600,28007,transportation,8.32,0
13,C2104923127,2,F,28007,M348934600,28007,transportation,16.56,0
13,C1893753407,2,F,28007,M348934600,28007,transportation,9.29,0
13,C590614528,2,F,28007,M348934600,28007,transportation,37.59,0
13,C985780492,2,F,28007,M1535107174,28007,wellnessandbeauty,39.03,0
13,C2038018161,2,M,28007,M348934600,28007,transportation,11.28,0
13,C1918953803,2,F,28007,M348934600,28007,transportation,9.76,0
13,C1085689043,2,M,28007,M348934600,28007,transportation,32.07,0
13,C236932311,2,F,28007,M348934600,28007,transportation,28.86,0
13,C1415571957,2,M,28007,M348934600,28007,transportation,31.62,0
13,C279066833,2,F,28007,M348934600,28007,transportation,6.27,0
13,C1877766749,2,M,28007,M348934600,28007,transportation,21.78,0
13,C181111540,2,F,28007,M348934600,28007,transportation,77.34,0
13,C299858046,2,F,28007,M348934600,28007,transportation,16.84,0
13,C102364766,2,F,28007,M348934600,28007,transportation,1.6,0
13,C265405940,2,F,28007,M348934600,28007,transportation,2.59,0
13,C1457388461,2,F,28007,M348934600,28007,transportation,19.34,0
13,C1713848243,2,F,28007,M348934600,28007,transportation,36.09,0
