step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
56,C964866248,4,M,28007,M348934600,28007,transportation,41.48,0
56,C10745331,4,F,28007,M1823072687,28007,transportation,12.09,0
56,C1554037473,4,F,28007,M85975013,28007,food,6.06,0
56,C1242770016,4,M,28007,M85975013,28007,food,19.36,0
56,C2043823425,4,F,28007,M1823072687,28007,transportation,28.57,0
56,C1954938610,4,M,28007,M1823072687,28007,transportation,22.45,0
56,C1881279773,4,F,28007,M85975013,28007,food,18.88,0
56,C1802570035,4,F,28007,M348934600,28007,transportation,0.69,0
56,C1580712621,4,M,28007,M1823072687,28007,transportation,5.77,0
56,C1174416804,4,F,28007,M1823072687,28007,transportation,47.73,0
56,C819131219,4,M,28007,M348934600,28007,transportation,0.81,0
56,C1394931354,4,M,28007,M1823072687,28007,transportation,24.29,0
56,C2011875751,4,M,28007,M348934600,28007,transportation,13.44,0
56,C483485800,4,F,28007,M1823072687,28007,transportation,13.41,0
56,C1879341237,4,M,28007,M348934600,28007,transportation,35.98,0
56,C96508773,4,F,28007,M855959430,28007,hyper,12.75,0
56,C2021849962,4,F,28007,M1823072687,28007,transportation,67.34,0
56,C85676975,4,M,28007,M1823072687,28007,transportation,19.0,0
56,C1156885344,4,M,28007,M1823072687,28007,transportation,11.84,0
56,C205797331,4,F,28007,M1823072687,28007,transportation,29.47,0
56,C1070277785,4,F,28007,M348934600,28007,transportation,11.65,0
56,C1316936887,4,M,28007,M348934600,28007,transportation,29.05,0
56,C1013199152,4,M,28007,M348934600,28007,transportation,75.04,0
56,C1970738826,4,M,28007,M1823072687,28007,transportation,4.7,0
56,C1900716037,4,M,28007,M348934600,28007,transportation,27.72,0
56,C59433821,4,M,28007,M1823072687,28007,transportation,1.43,0
56,C723217997,4,F,28007,M348934600,28007,transportation,7.1,0
56,C1564693206,4,F,28007,M85975013,28007,food,20.42,0
56,C212188289,4,M,28007,M348934600,28007,transportation,15.68,0
56,C457497998,4,M,28007,M1823072687,28007,transportation,1.68,0
56,C446298173,4,F,28007,M1823072687,28007,transportation,15.79,0
56,C1194320883,4,F,28007,M85975013,28007,food,23.96,0
56,C1830714840,4,F,28007,M1823072687,28007,transportation,46.7,0
56,C226835436,4,F,28007,M348934600,28007,transportation,24.7,0
56,C2027892936,4,F,28007,M348934600,28007,transportation,62.16,0
56,C573965612,4,F,28007,M1823072687,28007,transportation,8.85,0
56,C54876469,4,M,28007,M348934600,28007,transportation,14.24,0
56,C1374783350,4,F,28007,M348934600,28007,transportation,50.05,0
56,C1533572842,4,F,28007,M348934600,28007,transportation,86.32,0
56,C1702053445,4,F,28007,M1823072687,28007,transportation,20.56,0
56,C1821035128,4,M,28007,M1823072687,28007,transportation,37.06,0
56,C306854291,4,F,28007,M1823072687,28007,transportation,58.2,0
56,C1971497679,4,M,28007,M855959430,28007,hyper,16.71,0
56,C276623362,4,M,28007,M1823072687,28007,transportation,11.13,0
56,C1771632349,4,M,28007,M348934600,28007,transportation,4.08,0
56,C1867566140,4,F,28007,M348934600,28007,transportation,7.01,0
56,C1542180842,4,F,28007,M1823072687,28007,transportation,22.06,0
56,C1715139,4,M,28007,M348934600,28007,transportation,8.89,0
56,C261768480,4,F,28007,M1823072687,28007,transportation,16.04,0
56,C413242191,4,F,28007,M1946091778,28007,wellnessandbeauty,12.42,0
56,C1148771999,4,M,28007,M348934600,28007,transportation,17.87,0
56,C893284971,4,M,28007,M1823072687,28007,transportation,16.59,0
56,C1299279378,4,F,28007,M1823072687,28007,transportation,30.8,0
56,C1870640785,4,M,28007,M1823072687,28007,transportation,28.33,0
56,C1630887376,4,F,28007,M85975013,28007,food,22.85,0
56,C1658315324,4,M,28007,M348934600,28007,transportation,22.08,0
56,C1959067413,4,M,28007,M1823072687,28007,transportation,32.23,0
56,C257361511,4,M,28007,M1823072687,28007,transportation,11.76,0
56,C1679430600,4,M,28007,M1823072687,28007,transportation,10.91,0
56,C1862384239,4,M,28007,M1823072687,28007,transportation,24.06,0
56,C1864289868,4,F,28007,M1823072687,28007,transportation,53.9,0
56,C135434041,4,F,28007,M85975013,28007,food,0.93,0
