step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
100,C936786093,5,F,28007,M1823072687,28007,transportation,29.0,0
100,C652253057,5,M,28007,M1823072687,28007,transportation,21.3,0
100,C1865204568,5,M,28007,M348934600,28007,transportation,47.99,0
100,C1454671890,5,F,28007,M348934600,28007,transportation,2.13,0
100,C1799589925,5,M,28007,M348934600,28007,transportation,33.04,0
100,C586511331,5,F,28007,M348934600,28007,transportation,25.64,0
100,C517412999,5,M,28007,M1823072687,28007,transportation,17.89,0
100,C660475396,5,M,28007,M1823072687,28007,transportation,31.4,0
100,C1125717761,5,M,28007,M1823072687,28007,transportation,13.4,0
100,C1440340988,5,F,28007,M348934600,28007,transportation,11.3,0
100,C1575842015,5,M,28007,M1823072687,28007,transportation,53.83,0
100,C255292461,5,F,28007,M1823072687,28007,transportation,40.82,0
100,C1674674654,5,M,28007,M348934600,28007,transportation,1.39,0
100,C450949430,5,F,28007,M85975013,28007,food,24.98,0
100,C1414374774,5,M,28007,M348934600,28007,transportation,7.05,0
100,C1562991705,5,F,28007,M1823072687,28007,transportation,24.16,0
100,C2068249421,5,M,28007,M348934600,28007,transportation,0.52,0
100,C1971736578,5,F,28007,M348934600,28007,transportation,8.15,0
100,C442137737,5,M,28007,M348934600,28007,transportation,62.3,0
100,C189823798,5,M,28007,M348934600,28007,transportation,10.98,0
100,C1433318702,5,M,28007,M1823072687,28007,transportation,45.35,0
100,C2051145244,5,M,28007,M348934600,28007,transportation,42.35,0
100,C476313806,5,F,28007,M348934600,28007,transportation,14.05,0
100,C27152267,5,F,28007,M1823072687,28007,transportation,19.12,0
100,C773517519,5,M,28007,M1823072687,28007,transportation,35.31,0
100,C1039035065,5,F,28007,M1823072687,28007,transportation,26.83,0
100,C859741683,5,F,28007,M1823072687,28007,transportation,7.66,0
100,C1948527523,5,M,28007,M1823072687,28007,transportation,14.7,0
100,C1948728559,5,F,28007,M1823072687,28007,transportation,11.9,0
100,C1734585073,5,F,28007,M1823072687,28007,transportation,35.8,0
100,C784613823,5,F,28007,M1823072687,28007,transportation,43.76,0
100,C595459074,5,M,28007,M348934600,28007,transportation,44.43,0
100,C1750362802,5,M,28007,M1823072687,28007,transportation,42.6,0
100,C1372889664,5,F,28007,M349281107,28007,fashion,30.96,0
100,C444370508,5,F,28007,M1823072687,28007,transportation,41.03,0
100,C1275518867,5,F,28007,M348934600,28007,transportation,34.52,0
100,C697242067,5,M,28007,M348934600,28007,transportation,65.61,0
100,C671524709,5,F,28007,M1823072687,28007,transportation,34.52,0
100,C1718279923,5,F,28007,M1823072687,28007,transportation,14.08,0
100,C626836922,5,F,28007,M1823072687,28007,transportation,10.53,0
100,C864602023,5,M,28007,M348934600,28007,transportation,33.02,0
100,C327430270,5,F,28007,M1649169323,28007,sportsandtoys,134.47,1
100,C1878030169,5,M,28007,M1053599405,28007,health,89.62,0
100,C1878030169,5,M,28007,M1913465890,28007,health,199.08,0
100,C1909173090,5,F,28007,M1053599405,28007,health,46.02,0
100,C1909173090,5,F,28007,M1913465890,28007,health,22.31,0
100,C1136643517,5,M,28007,M1823072687,28007,transportation,41.94,0
100,C2145933360,5,F,28007,M1823072687,28007,transportation,34.24,0
100,C1134994937,5,M,28007,M1823072687,28007,transportation,12.29,0
100,C587216359,5,F,28007,M348934600,28007,transportation,73.87,0
100,C479535332,5,F,28007,M1823072687,28007,transportation,17.14,0
100,C1435043122,5,M,28007,M1823072687,28007,transportation,10.57,0
100,C1780824451,5,M,28007,M1823072687,28007,transportation,30.02,0
100,C1461183154,5,F,28007,M97925176,28007,wellnessandbeauty,62.21,0
100,C1174105749,5,M,28007,M348934600,28007,transportation,30.12,0
100,C480951921,5,M,28007,M85975013,28007,food,82.13,0
100,C1389188684,5,M,28007,M348934600,28007,transportation,57.92,0
100,C1902378891,5,F,28007,M1823072687,28007,transportation,47.62,0
100,C757503768,5,M,28007,M1400236507,28007,home,168.45,0
100,C1214964999,5,F,28007,M1823072687,28007,transportation,28.41,0
100,C1047521541,5,M,28007,M348934600,28007,transportation,2.94,0
100,C1321889892,5,M,28007,M1823072687,28007,transportation,30.91,0
100,C88392294,5,M,28007,M1823072687,28007,transportation,17.23,0
100,C47652503,5,F,28007,M1823072687,28007,transportation,26.54,0
100,C2131498052,5,M,28007,M1741626453,28007,sportsandtoys,128.79,0
100,C522845009,5,F,28007,M348934600,28007,transportation,29.26,0
100,C1869757503,5,F,28007,M1823072687,28007,transportation,8.96,0
100,C469059843,5,F,28007,M1823072687,28007,transportation,4.13,0
100,C1735726583,5,M,28007,M1823072687,28007,transportation,66.73,0
100,C830078297,5,F,28007,M348934600,28007,transportation,3.23,0
100,C1204046804,5,F,28007,M1823072687,28007,transportation,15.5,0
100,C1506066038,5,M,28007,M1823072687,28007,transportation,21.34,0
100,C530444699,5,M,28007,M348934600,28007,transportation,26.0,0
100,C1440310601,5,F,28007,M348934600,28007,transportation,9.49,0
100,C1440310601,5,F,28007,M1823072687,28007,transportation,15.88,0
100,C1726895756,5,M,28007,M85975013,28007,food,9.4,0
100,C1149495561,5,F,28007,M1823072687,28007,transportation,18.08,0
100,C1508025585,5,F,28007,M1823072687,28007,transportation,15.13,0
100,C644344959,5,M,28007,M1823072687,28007,transportation,49.25,0
100,C1530773220,5,F,28007,M1823072687,28007,transportation,15.02,0
100,C1651395634,5,M,28007,M85975013,28007,food,64.1,0
100,C1017941602,5,M,28007,M1823072687,28007,transportation,11.99,0
100,C332727422,5,M,28007,M85975013,28007,food,23.13,0
100,C155412783,5,F,28007,M1823072687,28007,transportation,15.89,0
100,C1234264195,5,F,28007,M1823072687,28007,transportation,26.93,0
100,C1499363341,5,M,28007,M1823072687,28007,transportation,0.09,0
100,C1014313887,5,F,28007,M348934600,28007,transportation,27.64,0
100,C559852072,5,M,28007,M348934600,28007,transportation,36.94,0
100,C332239974,5,M,28007,M348934600,28007,transportation,12.57,0
100,C855112247,5,M,28007,M1823072687,28007,transportation,21.66,0
100,C432449092,5,M,28007,M1823072687,28007,transportation,30.94,0
100,C1800696439,5,M,28007,M348934600,28007,transportation,38.59,0
100,C1325638360,5,M,28007,M348934600,28007,transportation,28.05,0
100,C143836998,5,F,28007,M348934600,28007,transportation,21.5,0
100,C1582366224,5,M,28007,M1823072687,28007,transportation,16.99,0
100,C1258454385,5,M,28007,M348934600,28007,transportation,33.75,0
100,C1496962993,5,F,28007,M85975013,28007,food,46.94,0
100,C2132916640,5,M,28007,M855959430,28007,hyper,119.59,0
100,C869565327,5,F,28007,M1823072687,28007,transportation,37.23,0
100,C1141481813,5,M,28007,M1823072687,28007,transportation,6.61,0
100,C1360225709,5,F,28007,M348934600,28007,transportation,4.75,0
100,C848293063,5,F,28007,M348934600,28007,transportation,36.51,0
100,C1501782229,5,F,28007,M1823072687,28007,transportation,4.86,0
100,C345742557,5,F,28007,M1823072687,28007,transportation,44.23,0
100,C46027917,5,F,28007,M348934600,28007,transportation,24.49,0
100,C1987405562,5,F,28007,M348934600,28007,transportation,3.12,0
100,C6094907,5,M,28007,M1823072687,28007,transportation,32.17,0
100,C1816813783,5,F,28007,M348934600,28007,transportation,21.77,0
100,C1304285526,5,F,28007,M85975013,28007,food,30.99,0
100,C1096642744,5,M,28007,M1823072687,28007,transportation,4.59,0
100,C759236361,5,M,28007,M1823072687,28007,transportation,25.3,0
100,C138375181,5,F,28007,M1823072687,28007,transportation,1.31,0
100,C1812935919,5,M,28007,M1823072687,28007,transportation,30.85,0
100,C1869142879,5,F,28007,M1823072687,28007,transportation,15.7,0
100,C506003529,5,F,28007,M1823072687,28007,transportation,71.81,0
100,C1641760998,5,F,28007,M1823072687,28007,transportation,1.43,0
100,C470079617,5,F,28007,M348934600,28007,transportation,42.06,0
100,C299734038,5,F,28007,M1823072687,28007,transportation,2.23,0
100,C106397937,5,M,28007,M1823072687,28007,transportation,50.57,0
100,C1975714155,5,F,28007,M1823072687,28007,transportation,30.84,0
100,C1648492699,5,F,28007,M348934600,28007,transportation,4.75,0
101,C1272188168,5,F,28007,M855959430,28007,hyper,51.18,0
101,C446179646,5,F,28007,M1823072687,28007,transportation,21.93,0
101,C1911293580,5,M,28007,M1823072687,28007,transportation,8.44,0
101,C1154631581,5,M,28007,M348934600,28007,transportation,65.43,0
101,C1273564839,5,F,28007,M1053599405,28007,health,171.2,0
101,C819978438,5,F,28007,M348934600,28007,transportation,39.26,0
101,C1129111658,5,F,28007,M1198415165,28007,wellnessandbeauty,9.03,0
101,C337291476,5,M,28007,M1823072687,28007,transportation,29.47,0
101,C229665572,5,F,28007,M348934600,28007,transportation,9.86,0
101,C1350963410,5,F,28007,M17379832,28007,sportsandtoys,149.34,1
101,C344209010,5,F,28007,M1823072687,28007,transportation,19.43,0
101,C936786093,5,F,28007,M1823072687,28007,transportation,19.11,0
101,C1133451243,5,M,28007,M348934600,28007,transportation,19.14,0
101,C1195893546,5,M,28007,M1823072687,28007,transportation,1.53,0
101,C450949430,5,F,28007,M1823072687,28007,transportation,59.52,0
101,C986553990,5,F,28007,M1823072687,28007,transportation,12.82,0
101,C1245363669,5,F,28007,M348934600,28007,transportation,10.26,0
101,C1245363669,5,F,28007,M1823072687,28007,transportation,0.2,0
101,C913662681,5,M,28007,M1823072687,28007,transportation,20.72,0
101,C47652503,5,F,28007,M1823072687,28007,transportation,13.25,0
101,C2068249421,5,M,28007,M348934600,28007,transportation,64.91,0
101,C1902378891,5,F,28007,M1823072687,28007,transportation,36.48,0
101,C1495486273,5,M,28007,M1823072687,28007,transportation,43.07,0
101,C1025104996,5,M,28007,M1823072687,28007,transportation,24.64,0
101,C1582366224,5,M,28007,M1823072687,28007,transportation,36.8,0
101,C994739890,5,M,28007,M85975013,28007,food,16.7,0
101,C2051145244,5,M,28007,M348934600,28007,transportation,8.01,0
101,C1750362802,5,M,28007,M1823072687,28007,transportation,33.57,0
101,C1642374729,5,F,28007,M348934600,28007,transportation,55.8,0
101,C1783206868,5,F,28007,M348934600,28007,transportation,41.13,0
101,C1238185596,5,M,28007,M1823072687,28007,transportation,15.49,0
101,C1948728559,5,F,28007,M1823072687,28007,transportation,10.61,0
101,C1204046804,5,F,28007,M1823072687,28007,transportation,3.82,0
101,C1729635847,5,F,28007,M1823072687,28007,transportation,65.04,0
101,C995844287,5,F,28007,M1823072687,28007,transportation,23.91,0
101,C1113166893,5,F,28007,M1823072687,28007,transportation,45.84,0
101,C23569509,5,M,28007,M1823072687,28007,transportation,30.79,0
101,C1519265307,5,F,28007,M348934600,28007,transportation,15.25,0
101,C1519265307,5,F,28007,M1823072687,28007,transportation,5.73,0
101,C592679392,5,M,28007,M1823072687,28007,transportation,5.61,0
101,C27152267,5,F,28007,M1823072687,28007,transportation,31.84,0
101,C1134994937,5,M,28007,M1823072687,28007,transportation,47.97,0
101,C1940215857,5,M,28007,M1823072687,28007,transportation,18.83,0
101,C1943207086,5,F,28007,M85975013,28007,food,13.02,0
101,C1360225709,5,F,28007,M348934600,28007,transportation,8.54,0
101,C1414374774,5,M,28007,M348934600,28007,transportation,38.29,0
101,C2127479268,5,F,28007,M348934600,28007,transportation,25.19,0
101,C1543709139,5,M,28007,M1823072687,28007,transportation,5.2,0
101,C859741683,5,F,28007,M1823072687,28007,transportation,66.56,0
101,C1991820533,5,M,28007,M1823072687,28007,transportation,4.36,0
101,C668289079,5,F,28007,M1823072687,28007,transportation,26.53,0
101,C1575842015,5,M,28007,M1823072687,28007,transportation,30.48,0
101,C299734038,5,F,28007,M1823072687,28007,transportation,15.87,0
101,C1258454385,5,M,28007,M348934600,28007,transportation,23.29,0
101,C1732307957,5,F,28007,M1823072687,28007,transportation,25.53,0
101,C1793075309,5,M,28007,M1823072687,28007,transportation,53.34,0
101,C521129957,5,M,28007,M1823072687,28007,transportation,10.23,0
101,C1234470601,5,M,28007,M348934600,28007,transportation,34.38,0
101,C784613823,5,F,28007,M1823072687,28007,transportation,28.81,0
101,C531109799,5,F,28007,M348934600,28007,transportation,55.33,0
101,C1721990514,5,M,28007,M1873032707,28007,hotelservices,31.64,0
101,C660475396,5,M,28007,M1823072687,28007,transportation,7.83,0
101,C582688427,5,M,28007,M1823072687,28007,transportation,68.25,0
101,C1375512856,5,M,28007,M1823072687,28007,transportation,20.1,0
101,C281474709,5,F,28007,M1823072687,28007,transportation,16.33,0
101,C393216567,5,F,28007,M1823072687,28007,transportation,17.45,0
101,C1096642744,5,M,28007,M1823072687,28007,transportation,7.6,0
101,C1067165398,5,M,28007,M1823072687,28007,transportation,23.31,0
101,C1004532392,5,M,28007,M348934600,28007,transportation,4.7,0
101,C1622587363,5,M,28007,M85975013,28007,food,54.34,0
101,C987620594,5,F,28007,M1823072687,28007,transportation,12.17,0
101,C1913044357,5,F,28007,M1823072687,28007,transportation,22.96,0
101,C1862169273,5,F,28007,M1823072687,28007,transportation,43.75,0
101,C381528901,5,M,28007,M1823072687,28007,transportation,57.14,0
101,C396716441,5,F,28007,M348934600,28007,transportation,1.24,0
101,C2007043031,5,F,28007,M1823072687,28007,transportation,34.47,0
101,C605904636,5,F,28007,M1823072687,28007,transportation,37.86,0
101,C1674674654,5,M,28007,M348934600,28007,transportation,9.36,0
101,C138375181,5,F,28007,M1823072687,28007,transportation,42.61,0
101,C677660361,5,M,28007,M1823072687,28007,transportation,27.12,0
101,C819690995,5,F,28007,M348934600,28007,transportation,17.16,0
101,C644344959,5,M,28007,M1823072687,28007,transportation,4.6,0
101,C2143703121,5,F,28007,M1823072687,28007,transportation,41.0,0
101,C1304285526,5,F,28007,M1823072687,28007,transportation,13.6,0
101,C1934886086,5,M,28007,M1823072687,28007,transportation,32.97,0
101,C1254064510,5,F,28007,M1823072687,28007,transportation,16.53,0
101,C750572020,5,M,28007,M1823072687,28007,transportation,17.99,0
101,C2109575612,5,M,28007,M1823072687,28007,transportation,70.25,0
101,C506565122,5,F,28007,M348934600,28007,transportation,39.48,0
101,C2106115023,5,M,28007,M1823072687,28007,transportation,17.4,0
101,C1000148617,5,M,28007,M1823072687,28007,transportation,3.43,0
101,C39858251,5,F,28007,M855959430,28007,hyper,63.36,0
101,C2145448250,5,F,28007,M1823072687,28007,transportation,25.95,0
101,C1613579866,5,M,28007,M1823072687,28007,transportation,56.6,0
101,C255292461,5,F,28007,M1823072687,28007,transportation,9.18,0
101,C1163804561,5,F,28007,M348934600,28007,transportation,40.05,0
101,C1461183154,5,F,28007,M348934600,28007,transportation,17.36,0
101,C1149179033,5,M,28007,M1823072687,28007,transportation,4.38,0
101,C864725258,5,F,28007,M1823072687,28007,transportation,21.79,0
101,C1453917071,5,F,28007,M1600850729,28007,fashion,17.91,0
101,C2016890783,5,F,28007,M348934600,28007,transportation,54.95,0
101,C115540448,5,F,28007,M1823072687,28007,transportation,9.77,0
101,C1389188684,5,M,28007,M348934600,28007,transportation,32.53,0
101,C346030769,5,F,28007,M348934600,28007,transportation,50.79,0
101,C125143024,5,M,28007,M1823072687,28007,transportation,0.28,0
101,C259158925,5,F,28007,M1823072687,28007,transportation,45.34,0
101,C546957379,5,M,28007,M348934600,28007,transportation,36.55,0
101,C1698214137,5,F,28007,M1823072687,28007,transportation,45.15,0
101,C423891632,5,M,28007,M85975013,28007,food,30.4,0
101,C143836998,5,F,28007,M348934600,28007,transportation,15.82,0
101,C917831365,5,F,28007,M855959430,28007,hyper,55.1,0
101,C1108787528,5,M,28007,M1823072687,28007,transportation,39.15,0
101,C1816813783,5,F,28007,M348934600,28007,transportation,27.55,0
101,C1800696439,5,M,28007,M348934600,28007,transportation,38.68,0
101,C1476138873,5,F,28007,M1823072687,28007,transportation,58.16,0
101,C587016440,5,M,28007,M348934600,28007,transportation,0.84,0
101,C1619755203,5,F,28007,M348934600,28007,transportation,33.03,0
101,C1619755203,5,F,28007,M1823072687,28007,transportation,13.34,0
101,C2052617893,5,F,28007,M348934600,28007,transportation,12.01,0
101,C595459074,5,M,28007,M348934600,28007,transportation,49.04,0
101,C1648096390,5,M,28007,M1823072687,28007,transportation,47.46,0
101,C830078297,5,F,28007,M348934600,28007,transportation,20.24,0
101,C232517457,5,F,28007,M1823072687,28007,transportation,5.76,0
101,C1508025585,5,F,28007,M1823072687,28007,transportation,13.33,0
101,C1947369699,5,F,28007,M1823072687,28007,transportation,30.41,0
101,C1899748276,5,F,28007,M1823072687,28007,transportation,20.06,0
101,C1279143519,5,F,28007,M348934600,28007,transportation,30.19,0
101,C712367267,5,F,28007,M1823072687,28007,transportation,14.58,0
101,C461156176,5,F,28007,M1823072687,28007,transportation,12.57,0
101,C1171622243,5,M,28007,M348934600,28007,transportation,3.18,0
101,C1931900243,5,F,28007,M1823072687,28007,transportation,54.8,0
101,C1897313368,5,F,28007,M1823072687,28007,transportation,9.9,0
101,C34441666,5,M,28007,M348934600,28007,transportation,48.14,0
101,C1440310601,5,F,28007,M1053599405,28007,health,80.07,0
101,C1274818444,5,F,28007,M348934600,28007,transportation,13.19,0
101,C1148364854,5,F,28007,M1823072687,28007,transportation,25.07,0
101,C517412999,5,M,28007,M1823072687,28007,transportation,39.61,0
101,C381446674,5,F,28007,M1823072687,28007,transportation,10.74,0
101,C24198147,5,M,28007,M1823072687,28007,transportation,60.08,0
101,C1432312197,5,M,28007,M348934600,28007,transportation,39.68,0
101,C409740988,5,M,28007,M1823072687,28007,transportation,11.82,0
101,C470079617,5,F,28007,M209847108,28007,wellnessandbeauty,23.41,0
101,C470079617,5,F,28007,M78078399,28007,wellnessandbeauty,10.28,0
101,C470079617,5,F,28007,M97925176,28007,wellnessandbeauty,81.05,0
101,C1342037956,5,F,28007,M1053599405,28007,health,38.22,0
101,C559852072,5,M,28007,M348934600,28007,transportation,21.81,0
101,C846609537,5,M,28007,M1823072687,28007,transportation,20.55,0
101,C476313806,5,F,28007,M348934600,28007,transportation,28.21,0
101,C2132916640,5,M,28007,M85975013,28007,food,22.93,0
101,C285513182,5,M,28007,M348934600,28007,transportation,19.98,0
101,C1225717157,5,M,28007,M348934600,28007,transportation,21.03,0
101,C1374422827,5,M,28007,M1823072687,28007,transportation,20.34,0
101,C158319863,5,F,28007,M348934600,28007,transportation,89.06,0
