step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
159,C287533643,3,M,28007,M1823072687,28007,transportation,42.04,0
159,C1480367576,3,F,28007,M1946091778,28007,wellnessandbeauty,103.47,0
159,C1790426542,3,M,28007,M1400236507,28007,home,107.29,0
159,C423454023,3,M,28007,M1823072687,28007,transportation,39.62,0
159,C76313164,3,F,28007,M1823072687,28007,transportation,31.6,0
159,C648063518,3,M,28007,M1823072687,28007,transportation,38.33,0
159,C2083017854,3,F,28007,M348934600,28007,transportation,6.4,0
159,C1086957388,3,M,28007,M1823072687,28007,transportation,57.04,0
159,C1359606474,3,F,28007,M1823072687,28007,transportation,37.79,0
159,C1009080922,3,F,28007,M1823072687,28007,transportation,10.69,0
159,C1728122351,3,F,28007,M1823072687,28007,transportation,34.36,0
159,C1174217921,3,M,28007,M1823072687,28007,transportation,29.19,0
159,C1203244235,3,F,28007,M348934600,28007,transportation,25.53,0
159,C652364872,3,F,28007,M85975013,28007,food,80.25,0
159,C2049382420,3,M,28007,M348934600,28007,transportation,34.2,0
159,C290140685,3,F,28007,M1823072687,28007,transportation,40.31,0
159,C963460752,3,M,28007,M1823072687,28007,transportation,22.52,0
159,C699081415,3,F,28007,M348934600,28007,transportation,51.01,0
159,C1782998558,3,F,28007,M1823072687,28007,transportation,0.57,0
159,C579648989,3,F,28007,M1823072687,28007,transportation,25.11,0
159,C201406562,3,M,28007,M348934600,28007,transportation,52.24,0
159,C1650590141,3,F,28007,M1823072687,28007,transportation,29.0,0
159,C1354799046,3,M,28007,M1823072687,28007,transportation,2.48,0
159,C1303555047,3,M,28007,M1823072687,28007,transportation,23.37,0
159,C1461774305,3,F,28007,M1823072687,28007,transportation,42.07,0
159,C701909142,3,F,28007,M1823072687,28007,transportation,58.94,0
159,C1846274338,3,M,28007,M1823072687,28007,transportation,30.65,0
159,C790593937,3,F,28007,M348934600,28007,transportation,38.9,0
159,C1140809068,3,F,28007,M1823072687,28007,transportation,32.51,0
159,C1767734624,3,F,28007,M1823072687,28007,transportation,58.46,0
159,C896561469,3,M,28007,M1823072687,28007,transportation,19.46,0
159,C830053540,3,F,28007,M1823072687,28007,transportation,25.72,0
159,C1494778598,3,M,28007,M348934600,28007,transportation,15.26,0
159,C984099618,3,M,28007,M1823072687,28007,transportation,24.71,0
159,C962248715,3,F,28007,M1823072687,28007,transportation,28.76,0
159,C1389003663,3,F,28007,M1823072687,28007,transportation,46.06,0
159,C1296664552,3,M,28007,M1823072687,28007,transportation,38.07,0
159,C913841043,3,F,28007,M85975013,28007,food,20.55,0
159,C1130259702,3,M,28007,M348934600,28007,transportation,31.81,0
159,C1895615571,3,M,28007,M1053599405,28007,health,98.84,0
159,C1895615571,3,M,28007,M1913465890,28007,health,23.93,0
159,C1230747575,3,M,28007,M1823072687,28007,transportation,4.24,0
159,C1791559714,3,F,28007,M85975013,28007,food,53.48,0
159,C1159034982,3,M,28007,M1823072687,28007,transportation,13.86,0
159,C1899061870,3,F,28007,M1823072687,28007,transportation,22.32,0
159,C825739161,3,F,28007,M1823072687,28007,transportation,23.98,0
159,C1732752834,3,M,28007,M1823072687,28007,transportation,28.31,0
159,C779872024,3,M,28007,M348934600,28007,transportation,49.47,0
159,C278676105,3,F,28007,M1823072687,28007,transportation,12.55,0
159,C582022575,3,M,28007,M1823072687,28007,transportation,52.73,0
159,C1839662768,3,F,28007,M1823072687,28007,transportation,42.57,0
159,C1072577677,3,F,28007,M1823072687,28007,transportation,35.43,0
159,C635222317,3,F,28007,M1823072687,28007,transportation,24.57,0
159,C1349086787,3,M,28007,M480139044,28007,health,441.73,1
