step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
92,C1846274338,3,M,28007,M1823072687,28007,transportation,4.8,0
92,C1429394820,3,M,28007,M1823072687,28007,transportation,18.12,0
92,C58668191,3,F,28007,M348934600,28007,transportation,9.18,0
92,C77415586,3,M,28007,M348934600,28007,transportation,14.95,0
92,C2145337724,3,F,28007,M348934600,28007,transportation,48.41,0
92,C760223382,3,F,28007,M1823072687,28007,transportation,14.07,0
92,C490238464,3,M,28007,M1823072687,28007,transportation,36.05,0
92,C2056015074,3,M,28007,M1535107174,28007,wellnessandbeauty,169.4,0
92,C2056015074,3,M,28007,M1748431652,28007,wellnessandbeauty,84.51,0
92,C1080719046,3,M,28007,M348934600,28007,transportation,14.88,0
92,C374053775,3,M,28007,M348934600,28007,transportation,16.45,0
92,C1337923906,3,F,28007,M1823072687,28007,transportation,11.7,0
92,C454239699,3,F,28007,M1823072687,28007,transportation,14.58,0
92,C481253497,3,F,28007,M348934600,28007,transportation,40.08,0
92,C757234945,3,F,28007,M348934600,28007,transportation,44.08,0
92,C1461774305,3,F,28007,M1823072687,28007,transportation,7.32,0
92,C1647495093,3,M,28007,M480139044,28007,health,265.71,1
92,C546927133,3,M,28007,M1823072687,28007,transportation,26.66,0
92,C71120756,3,M,28007,M1823072687,28007,transportation,4.86,0
92,C394469483,3,M,28007,M1823072687,28007,transportation,18.45,0
92,C824784700,3,F,28007,M1823072687,28007,transportation,67.26,0
92,C1397554341,3,M,28007,M348934600,28007,transportation,10.15,0
92,C1082462651,3,F,28007,M1823072687,28007,transportation,21.59,0
92,C1419246450,3,M,28007,M85975013,28007,food,18.97,0
92,C1885919902,3,F,28007,M348934600,28007,transportation,57.26,0
92,C1885919902,3,F,28007,M1823072687,28007,transportation,20.67,0
92,C859628493,3,F,28007,M348934600,28007,transportation,40.24,0
92,C609452246,3,F,28007,M1823072687,28007,transportation,43.55,0
92,C384665757,3,F,28007,M151143676,28007,barsandrestaurants,70.95,0
92,C1072577677,3,F,28007,M1823072687,28007,transportation,23.14,0
92,C861479162,3,F,28007,M1823072687,28007,transportation,16.44,0
92,C104392148,3,F,28007,M1823072687,28007,transportation,47.53,0
92,C262282046,3,F,28007,M1823072687,28007,transportation,17.34,0
92,C1253245889,3,M,28007,M348934600,28007,transportation,42.29,0
92,C526384621,3,M,28007,M1823072687,28007,transportation,37.62,0
92,C1825783439,3,F,28007,M348934600,28007,transportation,5.14,0
92,C232299558,3,F,28007,M348934600,28007,transportation,37.29,0
92,C1480367576,3,F,28007,M348934600,28007,transportation,24.57,0
92,C637831009,3,F,28007,M1823072687,28007,transportation,33.89,0
92,C1819552999,3,M,28007,M348934600,28007,transportation,59.58,0
92,C1118984324,3,F,28007,M1823072687,28007,transportation,6.15,0
92,C1735092211,3,F,28007,M348934600,28007,transportation,17.15,0
92,C76313164,3,F,28007,M1823072687,28007,transportation,30.94,0
92,C798657650,3,M,28007,M348934600,28007,transportation,20.24,0
92,C1983511229,3,M,28007,M1823072687,28007,transportation,59.32,0
92,C1203244235,3,F,28007,M1823072687,28007,transportation,37.13,0
92,C798889135,3,M,28007,M348934600,28007,transportation,2.39,0
92,C161678291,3,F,28007,M348934600,28007,transportation,38.46,0
92,C707769587,3,F,28007,M1823072687,28007,transportation,62.55,0
92,C745099746,3,F,28007,M677738360,28007,contents,48.82,0
92,C965801920,3,F,28007,M348934600,28007,transportation,45.94,0
92,C1251749294,3,F,28007,M1823072687,28007,transportation,42.95,0
92,C1487582791,3,M,28007,M1823072687,28007,transportation,25.99,0
92,C658256470,3,F,28007,M348934600,28007,transportation,31.94,0
92,C1524019070,3,M,28007,M1823072687,28007,transportation,0.29,0
92,C499129070,3,M,28007,M348934600,28007,transportation,40.87,0
92,C1202857292,3,F,28007,M1823072687,28007,transportation,40.9,0
92,C96868586,3,M,28007,M1823072687,28007,transportation,17.77,0
92,C1753498738,3,F,28007,M1823072687,28007,transportation,31.36,0
92,C251449240,3,F,28007,M348934600,28007,transportation,8.9,0
92,C1818893825,3,M,28007,M348934600,28007,transportation,5.54,0
92,C1801270098,3,M,28007,M348934600,28007,transportation,21.89,0
92,C546328029,3,M,28007,M1823072687,28007,transportation,24.38,0
92,C1644158733,3,M,28007,M1823072687,28007,transportation,8.9,0
92,C1338020899,3,M,28007,M348934600,28007,transportation,19.56,0
92,C846682077,3,M,28007,M1823072687,28007,transportation,43.86,0
92,C1669649966,3,F,28007,M1823072687,28007,transportation,1.87,0
92,C1037622786,3,F,28007,M348934600,28007,transportation,7.92,0
92,C2140000055,3,M,28007,M1823072687,28007,transportation,34.39,0
92,C1095087737,3,F,28007,M348934600,28007,transportation,28.16,0
92,C1511894714,3,M,28007,M1823072687,28007,transportation,37.86,0
92,C1467832188,3,M,28007,M1823072687,28007,transportation,30.53,0
92,C1558014544,3,M,28007,M1823072687,28007,transportation,18.07,0
92,C185820405,3,M,28007,M85975013,28007,food,3.15,0
92,C196806031,3,F,28007,M1823072687,28007,transportation,18.88,0
92,C1677202028,3,F,28007,M1823072687,28007,transportation,20.98,0
92,C1667002698,3,M,28007,M1823072687,28007,transportation,15.15,0
92,C1467731939,3,M,28007,M1823072687,28007,transportation,24.62,0
92,C287533643,3,M,28007,M1823072687,28007,transportation,34.79,0
92,C92282564,3,F,28007,M1053599405,28007,health,80.08,0
92,C92282564,3,F,28007,M1913465890,28007,health,55.27,0
92,C554819698,3,M,28007,M1823072687,28007,transportation,8.21,0
92,C532118459,3,F,28007,M1823072687,28007,transportation,10.41,0
92,C1214587699,3,F,28007,M348934600,28007,transportation,36.86,0
